"SMILES","Tail (C number)","Tail (SMILES)","Head (SMILES)","Head 2 (SMILES)","Head 3 (SMILES)","Counterion","Additives","Conc. A.","pH","IUPAC_Name","Preferred_Name","Surfactant_Type","Molecular_Formula","Molecular_Weight","CMC","pCMC","Temp_Celsius"
"CCCCCCCCCC[N+](C)(C)C.[Cl-]",10,"CCCCCCCCCC","[N+](C)(C)C",,,"[Cl-]",,,,"decyl(trimethyl)azanium-chloride","N,N,N-Trimethyldecan-1-aminium chloride","cationic","C13H30ClN",235.21,0.068,1.16749108729376,25
"CCCCCCCCCC[N+](C)(C)CC(=O)[O-]",11,"CCCCCCCCCCC","[N+](C)(C)","C(=O)[O-]",,,,,,"2-[decyl(dimethyl)azaniumyl]acetate","1-Decanaminium, N-(carboxymethyl)-N,N-dimethyl-, inner salt","zwitterionic","C14H29NO2",243.22,0.018,1.74472749489669,23
"CCCCCCCCCC[N+](C)(C)CCC/N=C/c1ccc(OC)c(OC)c1.[Br-]",10,"CCCCCCCCCC()CCC/N=C/c1ccc(OC)c(OC)c1","[N+](C)(C)",,,"[Br-]",,,,,,"cationic",,470.25,,,
"CCCCCCCCCC[N+](C)(C)CCCC(=O)[O-]",13,"CCCCCCCCCCCCC","[N+](C)(C)","C(=O)[O-]",,,,,,"4-[decyl(dimethyl)azaniumyl]butanoate","4-[Decyl(dimethyl)azaniumyl]butanoate","zwitterionic","C16H33NO2",271.25,,,25
"CCCCCCCCCC[N+](C)(C)CCCCCC(=O)[O-]",15,"CCCCCCCCCCCCCCC","[N+](C)(C)","C(=O)[O-]",,,,,,"6-[decyl(dimethyl)azaniumyl]hexanoate","6-[decyl(dimethyl)azaniumyl]hexanoate","zwitterionic",,299.28,0.0026,2.58502665202918,25
"CCCCCCCCCC[N+](C)(C)CCCCCCCC(=O)[O-]",17,"CCCCCCCCCCCCCCCCC","[N+](C)(C)","C(=O)[O-]",,,,,,"8-[decyl(dimethyl)azaniumyl]octanoate","8-[decyl(dimethyl)azaniumyl]octanoate","zwitterionic",,327.31,0.0015,2.82390874094432,25
"CCCCCCCCCC[N+](C)(C)CCCCCCCCCC.[Br-]",10,"CCCCCCCCCC()CCCCCCCCCC","[N+](C)(C)",,,"[Br-]",,,,"didecyl(dimethyl)azanium-bromide","Didecyldimethylammonium bromide","cationic","C22H48BrN",405.3,0.0012,2.92081875395238,25
"CCCCCCCCCC[N+](C)(C)CCCCCCCCCC.[Cl-]",10,"CCCCCCCCCC()CCCCCCCCCC","[N+](C)(C)",,,"[Cl-]",,,,,"Didecyldimethylammonium chloride","cationic","C22H48ClN",361.35,,,
"CCCCCCCCCC[N+](C)(C)CCCN=Cc1ccccc1.[Br-]",10,"CCCCCCCCCC()CCCN=Cc1ccccc1","[N+](C)(C)",,,"[Br-]",,,,,,"cationic",,410.23,,,
"CCCCCCCCCC[N+](C)(C)CCN(CCC(=O)NCCN(CCC(=O)OC)CCC(=O)OC)CCC(=O)NCCN(CCC(=O)OC)CCC(=O)OC.[Br-]",10,"CCCCCCCCCC()CCN(CCC(=O)NCCN(CCC(=O)OC)CCC(=O)OC)CCC(=O)NCCN(CCC(=O)OC)CCC(=O)OC","[N+](C)(C)",,,"[Br-]",,,,,,"cationic",,880.49,,,
"CCCCCCCCCC[N+](C)(C)CCN(CCC(=O)OC)CCC(=O)OC.[Br-]",10,"CCCCCCCCCC()CCN(CCC(=O)OC)CCC(=O)OC","[N+](C)(C)",,,"[Br-]",,,,,,"cationic",,480.26,,,
"CCCCCCCCCC[N+](C)(C)Cc1ccccc1.[Cl-]",10,"CCCCCCCCCC","[N+](C)(C)Cc1ccccc1",,,"[Cl-]",,,,"benzyl-decyl-dimethylazanium-chloride","Benzalkonium chloride C10 (BAC C10)","cationic","C19H34ClN",311.24,0.039,1.4089353929735,25
"CCCCCCCCCC[N+](C)(CCO)CCCNC(=O)C(O)C(O)C(O)C(O)CO.[Br-]",10,"CCCCCCCCCC()CCCNC(=O)C(O)C(O)C(O)C(O)CO","[N+](C)(CCO)",,,"[Br-]",,,,"N[3-(gluconamide)-propyl]-N-decylammoniumbromide","N[3-(gluconamide)-propyl]-N-decylammoniumbromide","cationic",,530.26,0.00067,3.17392519729917,25
"CCCCCCCCCC[N+](C)CCO.[Br-]",10,"CCCCCCCCCC","[N+](C)CCO",,,"[Br-]",,,,"Decylmethylethylolammoniumbromide","Decylmethylethylolammoniumbromide","cationic",,294.14,0.0152,1.81815641205523,20
"CCCCCCCCCC[N+](CCO)(CCO)CCO.[Br-]",10,"CCCCCCCCCC","[N+](CCO)(CCO)CCO",,,"[Br-]",,,,"Decyltriethylolammoniumbromide","Decyl-tris(2-hydroxyethyl)azanium;bromide","cationic","C16H36BrNO3",369.19,0.0165,1.78251605578609,20
"CCCCCCCCCC[N+](CCO)CCO.[Br-]",10,"CCCCCCCCCC","[N+](CCO)CCO",,,"[Br-]",,,,"Decyldiethylolammoniumbromide","Decyldiethylolammoniumbromide","cationic",,324.15,0.017,1.76955107862173,20
"CCCCCCCCCC[N+]1CCCCC1.[Cl-]",10,"CCCCCCCCCC","[N+]1CCCCC1",,,"[Cl-]",,,,,,"cationic",,260.21,0.065,1.18708664335714,25
"CCCCCCCCCC[N+]CCO.[Br-]",10,"CCCCCCCCCC","[N+]CCO",,,"[Br-]",,,,"Decylmonoethylolammoniumbromide","Decylmonoethylolammoniumbromide","cationic",,279.12,0.037,1.431798275933,20
"CCCCCCCCCC[n+]1ccccc1.[Br-]",10,"CCCCCCCCCC","[n+]1ccccc1",,,"[Br-]",,,,"1-decylpyridin-1-ium-bromide","1-Decylpyridin-1-ium bromide","cationic","C15H26BrN",299.12,0.044,1.35654732351381,25
"CCCCCCCCCCc1cc[nH+]cc1.[Br-]",10,"CCCCCCCCCC","c1cc[nH+]cc1",,,"[Br-]",,,,"4-decylpyridin-1-ium-bromide","4-Decylpyridine--hydrogen bromide (1/1)","cationic","C15H26BrN",299.12,0.0044,2.35654732351381,25
"CCCCCCCCCCc1ccc(C[C@H](Nc2ccc(S(=O)(=O)[O-])cc2)C(=O)O)cc1.[Na+]",10,"CCCCCCCCCCc1ccc(C[C@H](Nc2ccc()cc2)C(=O)O)cc1.","S(=O)(=O)[O-]",,,"[Na+]",,,,"sodium 4-[[(1S)-1-carboxy-2-(4-decylphenyl)ethyl]amino]benzenesulfonate","sodium 4-[[(1S)-1-carboxy-2-(4-decylphenyl)ethyl]amino]benzenesulfonate","anionic",,483.21,0.0003304,3.48095996135166,25
"CCCCCCCCCCc1ccc(S(=O)(=O)[O-])cc1.[Na+]",10,"CCCCCCCCCCc1ccc()cc1","S(=O)(=O)[O-]",,,"[Na+]",,,,"sodium-4-decylbenzenesulfonate","Sodium 4-decylbenzenesulfonate","anionic","C16H25NaO3S",320.14,0.003097,2.50905879464321,25
"CCCCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F",10,"CCCCCCCCCC","n1cc[n+](C)c1",,,"F[B-](F)(F)F",,,,"1-decyl-3-methylimidazol-3-ium-tetrafluoroborate","1-Decyl-3-methylimidazolium tetrafluoroborate","cationic","C14H27BF4N2",310.22,0.0092,2.03621217265444,25
"CCCCCCCCCCn1cc[n+](C)c1.[Br-]",10,"CCCCCCCCCC","n1cc[n+](C)c1",,,"[Br-]",,,,"1-decyl-3-methylimidazolium","1-Decyl-3-methylimidazolium bromide","cationic","C14H27BrN2",302.14,0.0109,1.96257350205938,25
"CCCCCCCCCNC(=O)C(O)C(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)CO",9,"CCCCCCCCC","NC(=O)C(O)C(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)CO",,,,,,,"Octyl-D-maltonamide","Octyl-D-maltonamide","sugar-based non-ionic",,483.27,0.0057,2.24412514432751,25
"CCCCCCCCCOC(=O)C([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO",9,"CCCCCCCCC","OC(=O)C([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO",,,,,,,"1-O-nonanoyl-D,L-xylitol","1-O-nonanoyl-D,L-xylitol","sugar-based non-ionic",,366.23,0.0044,2.35654732351381,25
"CCCCCCCCCOC([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO",9,"CCCCCCCCC","OC([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO",,,,,,,"1-O-nonyl-D,L-xylitol","1-O-nonyl-D,L-xylitol","sugar-based non-ionic",,338.23,0.0021,2.67778070526608,25
"CCCCCCCCCOC1OC(CO)C(O)C(O)C1O",9,"CCCCCCCCC","OC1OC(CO)C(O)C(O)C1O",,,,,,,"Nonyl-Î˛-D-glucoside","Nonyl hexopyranoside","sugar-based non-ionic","C15H30O6",306.2,0.0069,2.16115090926274,20
"CCCCCCCCCOC1[CH][C@H](O)[C@@H](O)C(O)O1",9,"CCCCCCCCC","OC1[CH][C@H](O)[C@@H](O)C(O)O1",,,,,,,,,"non-ionic",,275.19,0.002099,2.6779875614176,25
"CCCCCCCCCOCCS(=O)(=O)[O-].[Na+]",9,"CCCCCCCCCOCC","S(=O)(=O)[O-]",,,"[Na+]",,,,"sodium 2-nonoxyethanesulfonate","sodium 2-nonoxyethanesulfonate","anionic",,274.12,0.00159,2.79860287567955,25
"CCCCCCCCCOCOC1[CH][C@H](O)[C@@H](O)C(O)O1",9,"CCCCCCCCC","OCOC1[CH][C@H](O)[C@@H](O)C(O)O1",,,,,,,,,"non-ionic",,305.2,0.001799,2.74496883665445,25
"CCCCCCCCCOOCCOCCOCCOCCOCCOCCOCCOCC",9,"CCCCCCCCC","OOCCOCCOCCOCCOCCOCCOCCOCC",,,,,,,,,"non-ionic",,496.36,0.00302,2.51999305704285,25
"CCCCCCCCCOS(=O)(=O)[O-].[Na+]",9,"CCCCCCCCC","OS(=O)(=O)[O-]",,,"[Na+]",,,,"sodium-nonyl-sulfate","Sodium nonyl sulfate","anionic","C9H19NaO4S",246.09,0.05998,1.22199353857649,25
"CCCCCCCCCO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1N",9,"CCCCCCCCC","O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1N",,,,,,,"2-Amino-2-deoxy-nonyl-Î˛-D-glucoside","(2R,3S,4R,5R,6R)-5-amino-2-(hydroxymethyl)-6-nonoxyoxane-3,4-diol","sugar-based non-ionic","C15H31NO5",305.22,0.007,2.15490195998574,25
"CCCCCCCCC[N+](CCO)(CCO)CCO.[Br-]",9,"CCCCCCCCC","[N+](CCO)(CCO)CCO",,,"[Br-]",,,,"nonyl-tri(2-hydroxyethyl)ammoniumbromide","nonyl-tri(2-hydroxyethyl)ammoniumbromide","cationic",,355.17,0.00107,2.97061622231479,25
"CCCCCCCCC[N+](CCO)(CCO)CCO.[I-]",9,"CCCCCCCCC","[N+](CCO)(CCO)CCO",,,"[I-]",,,,"nonyl-tri(2-hydroxyethyl)ammoniumiodide","nonyl-tri(2-hydroxyethyl)ammoniumiodide","cationic",,403.16,0.00095,3.02227639471115,25
"CCCCCCCCC[N+](CCO)CCO.[Br-]",9,"CCCCCCCCC","[N+](CCO)CCO",,,"[Br-]",,,,"nonyl-di(2-hydroxyethyl)ammoniumbromide","nonyl-di(2-hydroxyethyl)ammoniumbromide","cationic",,310.14,0.00122,2.91364016932525,25
"CCCCCCCCC[N+](CCO)CCO.[I-]",9,"CCCCCCCCC","[N+](CCO)CCO",,,"[I-]",,,,"nonyl-di(2-hydroxyethyl)ammoniumiodide","nonyl-di(2-hydroxyethyl)ammoniumiodide","cationic",,358.12,0.0011,2.95860731484177,25
"CCCCCCCCC[N+]CCO.[Br-]",9,"CCCCCCCCC","[N+]CCO",,,"[Br-]",,,,"nonyl-(2-hydroxyethyl)ammoniumbromide","nonyl-(2-hydroxyethyl)ammoniumbromide","cationic",,265.1,0.00145,2.83863199776503,25
"CCCCCCCCC[N+]CCO.[I-]",9,"CCCCCCCCC","[N+]CCO",,,"[I-]",,,,"nonyl-(2-hydroxyethyl)ammoniumiodide","nonyl-(2-hydroxyethyl)ammoniumiodide","cationic",,313.09,0.00215,2.66756154008439,25
"CCCCCCCCCc1ccc(OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OS(=O)[O-])cc1.[Na+]",9,"CCCCCCCCCc1ccc(OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C))cc1","OS(=O)[O-]",,,"[Na+]",,,,"sodium 1-[1-[1-[1-[1-[1-[1-[1-[1-[1-[1-[1-(4-nonylphenoxy)propan-2-yloxy]propan-2-yloxy]propan-2-yloxy]propan-2-yloxy]propan-2-yloxy]propan-2-yloxy]propan-2-yloxy]propan-2-yloxy]propan-2-yloxy]propan-2-yloxy]propan-2-yloxy]propan-2-yl sulfite","sodium 1-[1-[1-[1-[1-[1-[1-[1-[1-[1-[1-[1-(4-nonylphenoxy)propan-2-yloxy]propan-2-yloxy]propan-2-yloxy]propan-2-yloxy]propan-2-yloxy]propan-2-yloxy]propan-2-yloxy]propan-2-yloxy]propan-2-yloxy]propan-2-yloxy]propan-2-yloxy]propan-2-yl sulfite","anionic",,1002.63,0.000012,4.92081875395238,25
"CCCCCCCCCc1ccc(OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OS(=O)[O-])cc1.[Na+]",9,"CCCCCCCCCc1ccc(OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C))cc1","OS(=O)[O-]",,,"[Na+]",,,,"sodium 1-[1-[1-[1-[1-[1-[1-[1-[1-(4-nonylphenoxy)propan-2-yloxy]propan-2-yloxy]propan-2-yloxy]propan-2-yloxy]propan-2-yloxy]propan-2-yloxy]propan-2-yloxy]propan-2-yloxy]propan-2-yl sulfite","sodium 1-[1-[1-[1-[1-[1-[1-[1-[1-(4-nonylphenoxy)propan-2-yloxy]propan-2-yloxy]propan-2-yloxy]propan-2-yloxy]propan-2-yloxy]propan-2-yloxy]propan-2-yloxy]propan-2-yloxy]propan-2-yl sulfite","anionic",,828.5,0.000016,4.79588001734407,25
"CCCCCCCCCc1ccc(OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OS(=O)[O-])cc1.[Na+]",9,"CCCCCCCCCc1ccc(OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C))cc1.","OS(=O)[O-]",,,"[Na+]",,,,"sodium 1-[1-[1-[1-[1-[1-(4-nonylphenoxy)propan-2-yloxy]propan-2-yloxy]propan-2-yloxy]propan-2-yloxy]propan-2-yloxy]propan-2-yl sulfite","sodium 1-[1-[1-[1-[1-[1-(4-nonylphenoxy)propan-2-yloxy]propan-2-yloxy]propan-2-yloxy]propan-2-yloxy]propan-2-yloxy]propan-2-yl sulfite","anionic",,654.38,0.00003,4.52287874528034,25
"CCCCCCCCCc1ccc(OCC(C)OCC(C)OCC(C)OS(=O)[O-])cc1.[Na+]",9,"CCCCCCCCCc1ccc(OCC(C)OCC(C)OCC(C))cc1.","OS(=O)[O-]",,,"[Na+]",,,,"sodium 1-[1-[1-(4-nonylphenoxy)propan-2-yloxy]propan-2-yloxy]propan-2-yl sulfite","sodium 1-[1-[1-(4-nonylphenoxy)propan-2-yloxy]propan-2-yloxy]propan-2-yl sulfite","anionic",,480.25,0.000059,4.22914798835786,25
"CCCCCCCCCc1ccc(OCC(O)C[N+](C)(C)C)cc1.[Br-]",9,"CCCCCCCCC","c1ccc(OCC(O)C[N+](C)(C)C)cc1",,,"[Br-]",,,,,"[2-Hydroxy-3-(4-nonylphenoxy)propyl]-trimethylazanium;bromide","cationic","C21H38BrNO2",415.21,,,
"CCCCCCCCCc1ccccc1CCOCCOCCOCCOCCOCCOCCO",9,"CCCCCCCCC","c1ccccc1CCOCCOCCOCCOCCOCCOCCO",,,,,,,,,"non-ionic",,512.37,0.000075,4.1249387366083,25
"CCCCCCCCCc1ccccc1OOCCOCC",9,"CCCCCCCCC","c1ccccc1OOCCOCC",,,,,,,,,"non-ionic",,308.24,0.0004198,3.37695756575362,25
"CCCCCCCCCc1ccccc1OOCCOCCOCCOCCOCC",9,"CCCCCCCCC","c1ccccc1OOCCOCCOCCOCCOCC",,,,,,,,,"non-ionic",,440.31,0.0004699,3.32799455497705,25
"CCCCCCCCCc1ccccc1OOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC",9,"CCCCCCCCC","c1ccccc1OOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC",,,,,,,,,"non-ionic",,748.5,0.0005,3.30102999566398,25
"CCCCCCCCN(CCCNC(=O)C(O)C(O)C(O)C(O)CO)CCN(CCCCCCCC)CCCNC(=O)C(O)C(O)C(O)C(O)CO",8,"CCCCCCCC","N(CCCNC(=O)C(O)C(O)C(O)C(O)CO)CCN(CCCCCCCC)CCCNC(=O)C(O)C(O)C(O)C(O)CO",,,,,,,"N,N-bisoctyl-N,N-bis[(3-gluconylamide)propyl]ethylenediamines","N,N-bisoctyl-N,N-bis[(3-gluconylamide)propyl]ethylenediamines","non-ionic",,754.53,0.000067,4.17392519729917,25
"CCCCCCCCNC(=O)CC[N+](C)(C)CCC(=O)NCCCCCCCC.[Br-]",8,"CCCCCCCCNC(=O)CC()CCC(=O)NCCCCCCCC","[N+](C)(C)",,,"[Br-]",,,,"N,N-dimethyl-N,N-bis[2-octaneoxycarbonyl)ethyl]ammoniumbromides","N,N-dimethyl-N,N-bis[2-octaneoxycarbonyl)ethyl]ammoniumbromides","cationic",,491.31,0.003,2.52287874528034,25
"CCCCCCCCNCC(=O)NCOCC(CO)OCC(O)COCCCCCCCCNCC(=O)NCOCC(CO)OCC(O)COCC",8,"CCCCCCCC","NCC(=O)NCOCC(CO)OCC(O)COCCCCCCCCNCC(=O)NCOCC(CO)OCC(O)COCC",,,,,,,,,"non-ionic",,754.53,0.00006699,4.1739900222089,25
"CCCCCCCCOC(=O)C([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO",8,"CCCCCCCC","OC(=O)C([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO",,,,,,,"1-O-octanoyl-D,L-xylitol","1-O-octanoyl-D,L-xylitol","sugar-based non-ionic",,352.21,0.018,1.74472749489669,25
"CCCCCCCCOC(=O)CC(C(=O)OCCCCCCCC)S(=O)(=O)[O-].[Na+]",8,"CCCCCCCCOC(=O)CC(C(=O)OCCCCCCCC)","S(=O)(=O)[O-]",,,"[Na+]",,,,"sodium-1,4-dioctoxy-1,4-dioxobutane-2-sulfonate","Dioctyl sodium sulfosuccinate","anionic","C20H37NaO7S",444.22,0.00091,3.04095860767891,25
"CCCCCCCCOC(=O)CC([N+])C(=O)OCCCCCC.[Cl-]",8,"CCCCCCCCOC(=O)CC()C(=O)OCCCCCC","[N+]",,,"[Cl-]",,,,,,"cationic",,362.21,,,
"CCCCCCCCOC(=O)CS(=O)(=O)[O-].[Na+]",8,"CCCCCCCCOC(=O)C","S(=O)(=O)[O-]",,,"[Na+]",,,,"sodium-2-octoxy-2-oxoethanesulfonate","Acetic acid, sulfo-, 1-octyl ester, sodium salt","anionic","C10H19NaO5S",274.09,0.066,1.18045606445813,25
"CCCCCCCCOC(=O)C[n+]1cccc(N=Cc2ccc(O)c(OC)c2)c1.[Br-]",8,"CCCCCCCCOC(=O)C","[n+]1cccc(N=Cc2ccc(O)c(OC)c2)c1",,,"[Br-]",,,,,,"cationic",,478.15,0.0025,2.60205999132796,25
"CCCCCCCCOC(CO)CO",8,"CCCCCCCC","OC(CO)CO",,,,,,,,"2-Octyl glyceryl ether","non-ionic","C11H24O3",204.17,,,
"CCCCCCCCOC([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO",8,"CCCCCCCC","OC([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO",,,,,,,"1-O-octyl-D,L-xylitol","1-O-octyl-D,L-xylitol","sugar-based non-ionic",,324.21,0.0067,2.17392519729917,25
"CCCCCCCCOC1OC(CO)C(O)C(O)C1O",8,"CCCCCCCC","OC1OC(CO)C(O)C(O)C1O",,,,,,,"2-(hydroxymethyl)-6-octoxyoxane-3,4,5-triol","n-Octylglucoside","sugar-based non-ionic","C14H28O6",292.19,0.0058,2.23657200643706,25
"CCCCCCCCOC1[CH][C@H](O)[C@@H](O)C(O)O1",8,"CCCCCCCC","OC1[CH][C@H](O)[C@@H](O)C(O)O1",,,,,,,,,"non-ionic",,261.17,0.006699,2.1739900222089,25
"CCCCCCCCOCC(O)CO",8,"CCCCCCCC","OCC(O)CO",,,,,,,"3-octoxypropane-1,2-diol","3-Octyloxy-propane-1,2-diol","non-ionic","C11H24O3",204.17,0.005794,2.23702150913226,25
"CCCCCCCCOCCO",8,"CCCCCCCC","OCCO",,,,,,,"2-octoxyethanol","2-(Octyloxy)ethanol","non-ionic","C10H22O2",174.16,0.0049,2.30980391997149,25
"CCCCCCCCOCCOCCOCCO",8,"CCCCCCCC","OCCOCCOCCO",,,,,,,"2-[2-(2-octoxyethoxy)ethoxy]ethanol","N-Octyl(oxyethylene)(3)ethanol","non-ionic","C14H30O4",262.21,0.0049,2.30980391997149,25
"CCCCCCCCOCCOCCOCCOCCO",8,"CCCCCCCC","OCCOCCOCCOCCO",,,,,,,,"3,6,9,12-Tetraoxaeicosan-1-ol","non-ionic","C16H34O5",306.24,,,
"CCCCCCCCOCCOCCOCCOCCOCCO",8,"CCCCCCCC","OCCOCCOCCOCCOCCO",,,,,,,"2-[2-[2-[2-(2-decoxyethoxy)ethoxy]ethoxy]ethoxy]ethanol","3,6,9,12,15-Pentaoxatricosan-1-ol","non-ionic","C18H38O6",350.27,0.0092,2.03621217265444,25
"CCCCCCCCOCCOCCOCCOCCOCCOCCO",8,"CCCCCCCC","OCCOCCOCCOCCOCCOCCO",,,,,,,"2-[2-[2-[2-[2-(2-hexadecoxyethoxy)ethoxy]ethoxy]ethoxy]ethoxy]ethanol","3,6,9,12,15,18-Hexaoxahexacosan-1-ol","non-ionic","C20H42O7",394.29,0.0099,2.00436480540245,25
"CCCCCCCCOCOC(O)[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O",8,"CCCCCCCC","OCOC(O)[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O",,,,,,,,,"non-ionic",,338.19,0.0016,2.79588001734408,25
"CCCCCCCCOCOC1[CH][C@H](O)[C@@H](O)C(O)O1",8,"CCCCCCCC","OCOC1[CH][C@H](O)[C@@H](O)C(O)O1",,,,,,,,,"non-ionic",,291.18,0.004395,2.35704112059021,25
"CCCCCCCCOCOC[C@H]1O[C@@H](O[C@@H]([C@H](O)[C@@H](O)CO)[C@H](O)CO)[C@H](O)[C@@H](O)[C@H]1O",8,"CCCCCCCC","OCOC[C@H]1O[C@@H](O[C@@H]([C@H](O)[C@@H](O)CO)[C@H](O)CO)[C@H](O)[C@@H](O)[C@H]1O",,,,,,,,,"non-ionic",,486.27,0.002748,2.56098327161249,25
"CCCCCCCCOCOC[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@H]1O",8,"CCCCCCCC","OCOC[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@H]1O",,,,,,,,,"non-ionic",,484.25,0.00263,2.58004425151024,25
"CCCCCCCCOC[C@@H](O)CO",8,"CCCCCCCC","OC[C@@H](O)CO",,,,,,,"Octyl-D,L-glycerol","1-Octylglycerol","sugar-based non-ionic","C11H24O3",204.17,0.0058,2.23657200643706,25
"CCCCCCCCOOCC",8,"CCCCCCCC","OOCC",,,,,,,"1-ethylperoxyoctane","1-Ethylperoxyoctane","non-ionic","C10H22O2",174.16,0.004898,2.3099812192113,25
"CCCCCCCCOOCCOCCOCC",8,"CCCCCCCC","OOCCOCCOCC",,,,,,,,,"non-ionic",,262.21,0.007499,2.12499664639996,25
"CCCCCCCCOOCCOCCOCCOCC",8,"CCCCCCCC","OOCCOCCOCCOCC",,,,,,,,,"non-ionic",,306.24,0.00865,2.06298389253519,25
"CCCCCCCCOOCCOCCOCCOCCOCC",8,"CCCCCCCC","OOCCOCCOCCOCCOCC",,,,,,,,,"non-ionic",,350.27,0.01099,1.95900230757651,25
"CCCCCCCCOOCCOCCOCCOCCOCCOCC",8,"CCCCCCCC","OOCCOCCOCCOCCOCCOCC",,,,,,,,,"non-ionic",,394.29,0.009908,2.0040140020862,25
"CCCCCCCCOOCCOCCOCCOCCOCCOCCOCCOCCOCC",8,"CCCCCCCC","OOCCOCCOCCOCCOCCOCCOCCOCCOCC",,,,,,,,,"non-ionic",,526.37,0.013,1.88605664769316,25
"CCCCCCCCOS(=O)(=O)[O-].[Na+]",8,"CCCCCCCC","OS(=O)(=O)[O-]",,,"[Na+]",,,,"sodium-octyl-sulfate","Sodium octyl sulfate","anionic","C8H17NaO4S",232.07,0.14,0.853871964321762,25
"CCCCCCCCOS(=O)(=O)[O-].[Na+]",8,"CCCCCCCC","OS(=O)(=O)[O-]",,,"[Na+]",,,,"sodium-octyl-sulfate","Sodium octyl sulfate","anionic","C8H17NaO4S",232.07,0.142,0.847711655616944,10
"CCCCCCCCOS(=O)(=O)[O-].[Na+]",8,"CCCCCCCC","OS(=O)(=O)[O-]",,,"[Na+]",,,,"sodium-octyl-sulfate","Sodium octyl sulfate","anionic","C8H17NaO4S",232.07,0.1367,0.864231485432178,15
"CCCCCCCCOS(=O)(=O)[O-].[Na+]",8,"CCCCCCCC","OS(=O)(=O)[O-]",,,"[Na+]",,,,"sodium-octyl-sulfate","Sodium octyl sulfate","anionic","C8H17NaO4S",232.07,0.133,0.876148359032914,20
"CCCCCCCCOS(=O)(=O)[O-].[Na+]",8,"CCCCCCCC","OS(=O)(=O)[O-]",,,"[Na+]",,,,"sodium-octyl-sulfate","Sodium octyl sulfate","anionic","C8H17NaO4S",232.07,0.1337,0.873868592738015,20
"CCCCCCCCOS(=O)(=O)[O-].[Na+]",8,"CCCCCCCC","OS(=O)(=O)[O-]",,,"[Na+]",,,,"sodium-octyl-sulfate","Sodium octyl sulfate","anionic","C8H17NaO4S",232.07,0.1274,0.894830572000668,21
"CCCCCCCCOS(=O)(=O)[O-].[Na+]",8,"CCCCCCCC","OS(=O)(=O)[O-]",,,"[Na+]",,,,"sodium-octyl-sulfate","Sodium octyl sulfate","anionic","C8H17NaO4S",232.07,0.1335,0.874518734299406,21
"CCCCCCCCOS(=O)(=O)[O-].[Na+]",8,"CCCCCCCC","OS(=O)(=O)[O-]",,,"[Na+]",,,,"sodium-octyl-sulfate","Sodium octyl sulfate","anionic","C8H17NaO4S",232.07,0.129,0.889410289700751,25
"CCCCCCCCOS(=O)(=O)[O-].[Na+]",8,"CCCCCCCC","OS(=O)(=O)[O-]",,,"[Na+]",,,,"sodium-octyl-sulfate","Sodium octyl sulfate","anionic","C8H17NaO4S",232.07,0.13,0.886056647693163,30
"CCCCCCCCOS(=O)(=O)[O-].[Na+]",8,"CCCCCCCC","OS(=O)(=O)[O-]",,,"[Na+]",,,,"sodium-octyl-sulfate","Sodium octyl sulfate","anionic","C8H17NaO4S",232.07,0.136,0.866461091629782,40
"CCCCCCCCOS(=O)(=O)[O-].[Na+]",8,"CCCCCCCC","OS(=O)(=O)[O-]",,,"[Na+]",,,,"sodium-octyl-sulfate","Sodium octyl sulfate","anionic","C8H17NaO4S",232.07,0.098,1.00877392430751,50
